study_hours_daily,mock_test_avg,physics_accuracy_pct,chemistry_accuracy_pct,biology_accuracy_pct,revision_cycles,attendance_pct,sleep_hours,dropper_years,coaching_type,exam_medium,school_board,neet_marks,neet_rank
9.92,585.9,92.6,79.4,97.9,5,84.1,7.23,0,hybrid,english,cbse,634,846
5.13,409.9,54.8,52.4,68.1,2,78.6,7.15,1,offline,hindi,cbse,382,137152
5.53,397.7,65.2,69.6,77.3,5,78.0,6.86,1,none,hindi,state,455,55711
5.83,296.8,30.7,34.0,56.0,4,73.1,7.48,1,none,english,cbse,309,287492
6.22,398.8,70.5,72.8,72.5,5,95.3,7.1,0,offline,regional,cbse,448,61383
7.69,536.1,77.5,89.9,87.2,3,78.5,7.87,0,hybrid,regional,icse,534,14986
6.93,373.0,64.4,66.5,60.4,5,71.6,8.1,1,online,english,state,413,98652
7.15,379.5,87.1,62.7,76.2,5,81.5,5.99,0,none,english,state,464,50180
3.64,301.0,60.5,54.0,65.9,2,64.5,7.17,0,online,regional,cbse,315,272015
5.25,231.8,51.0,37.4,51.6,3,79.6,8.93,1,offline,hindi,cbse,239,518644
2.88,209.3,45.8,36.4,51.8,1,64.0,7.87,0,online,hindi,cbse,208,655014
7.54,561.7,92.1,99.0,85.3,7,91.2,7.55,1,hybrid,hindi,cbse,630,2444
5.96,434.7,63.1,42.2,60.2,3,78.5,7.35,0,none,regional,icse,368,161492
5.38,398.3,54.8,68.3,57.7,5,67.8,7.41,2,none,english,cbse,363,169348
9.03,455.0,71.1,87.3,76.4,5,85.8,5.16,0,offline,hindi,cbse,501,26998
5.24,354.3,57.0,58.3,69.8,4,84.9,7.62,0,hybrid,english,cbse,404,107334
3.7,378.1,48.4,58.2,55.5,4,79.1,8.49,1,hybrid,english,cbse,389,125991
6.69,373.6,52.1,63.0,64.3,5,74.5,6.27,1,offline,english,cbse,434,73793
8.25,370.7,52.8,48.9,75.1,2,84.6,6.34,0,none,english,state,379,140715
4.03,403.8,87.9,69.9,81.0,6,68.6,7.28,0,offline,english,cbse,503,24473
5.45,318.1,35.1,62.6,59.9,1,67.3,6.03,0,offline,english,cbse,308,289719
6.51,549.9,75.7,90.5,95.9,6,82.4,6.79,0,none,english,cbse,563,6282
6.11,447.2,47.4,69.6,75.9,6,84.0,6.29,0,online,english,cbse,460,54592
3.66,365.2,58.8,57.4,53.2,4,75.0,7.72,0,none,hindi,cbse,345,204174
8.44,546.0,77.6,82.6,91.5,5,85.9,7.0,0,offline,hindi,icse,606,4680
7.03,466.2,85.2,70.9,79.5,5,95.2,6.79,1,offline,hindi,state,480,40092
8.92,535.5,81.5,91.7,92.9,4,76.0,6.49,1,hybrid,english,cbse,622,1
6.75,588.2,99.0,85.7,91.1,9,100.0,7.11,0,hybrid,hindi,cbse,625,1154
7.12,532.9,70.2,98.1,90.5,3,94.7,7.75,1,hybrid,hindi,cbse,580,7290
3.51,398.5,66.9,67.0,73.8,3,82.3,7.01,0,hybrid,hindi,cbse,445,63962
9.54,456.9,85.0,80.5,84.3,3,82.5,6.78,0,offline,hindi,state,516,19832
9.14,497.7,90.6,95.4,89.6,7,86.8,7.76,0,offline,english,icse,608,88
6.75,242.3,46.6,45.0,56.0,2,67.7,6.48,1,none,english,cbse,267,412346
6.09,266.2,42.5,30.9,53.3,3,61.4,7.86,1,online,english,cbse,243,500087
3.91,360.0,45.7,45.1,52.1,4,69.4,7.18,0,hybrid,english,cbse,301,304551
6.46,531.9,77.9,61.5,83.8,5,87.1,8.37,0,hybrid,english,cbse,515,20646
5.54,334.5,43.2,56.8,66.1,4,79.4,5.34,0,offline,english,state,361,173116
5.38,235.2,35.8,35.1,55.2,2,76.2,6.69,2,offline,hindi,cbse,229,560410
3.97,312.3,67.0,56.0,63.4,5,85.2,7.52,0,hybrid,english,cbse,306,295644
4.66,358.9,72.8,78.6,82.4,4,79.9,7.44,0,offline,hindi,cbse,455,56323
5.56,490.1,62.6,89.8,81.5,4,74.4,7.75,1,hybrid,english,state,523,15960
4.38,268.0,53.0,39.5,47.8,5,72.5,7.22,0,offline,english,icse,289,342123
5.77,385.0,59.1,55.9,75.1,5,91.2,8.07,0,online,english,cbse,380,138495
5.5,375.6,63.0,69.1,67.0,1,80.3,7.74,0,none,hindi,cbse,384,137493
7.83,594.3,99.0,87.2,89.4,5,100.0,6.24,0,none,english,cbse,585,4760
4.39,402.5,48.1,56.6,71.2,4,71.9,8.14,0,none,english,state,364,167808
6.39,464.7,66.1,78.1,87.3,7,90.5,7.35,1,offline,english,state,514,22953
6.48,544.2,78.8,79.5,81.0,5,90.4,7.56,1,hybrid,english,cbse,527,16793
5.92,308.2,44.0,41.1,60.1,1,79.2,8.13,2,none,hindi,cbse,269,408711
5.05,285.8,46.9,63.1,59.1,2,72.9,6.01,0,offline,english,cbse,302,305202
7.37,480.7,89.7,90.0,83.6,5,91.6,5.83,0,online,regional,state,566,6899
4.91,376.8,62.8,66.5,79.2,5,85.5,7.63,0,offline,english,state,458,53730
5.83,402.6,65.1,75.7,72.3,6,72.0,5.45,0,online,english,state,443,65723
3.84,321.2,48.2,58.5,46.7,1,67.4,7.26,0,hybrid,regional,state,301,308768
6.88,554.9,80.4,85.5,80.6,6,92.7,7.17,1,hybrid,english,state,577,4257
6.89,411.1,78.9,53.9,90.9,4,85.9,6.77,0,hybrid,english,state,481,36915
4.8,351.1,39.3,38.7,55.7,3,68.9,8.1,2,offline,english,cbse,290,341506
4.67,268.9,54.5,43.3,52.0,2,71.7,7.42,1,online,regional,cbse,256,451677
6.79,510.4,89.2,86.3,95.2,3,90.3,8.75,0,offline,english,state,547,12191
2.98,263.4,50.7,35.0,51.4,3,75.1,6.68,0,offline,regional,cbse,279,372548
6.12,496.0,90.3,81.0,74.2,4,79.6,7.65,1,none,english,cbse,513,22680
5.92,424.4,76.8,87.1,79.7,6,87.3,7.64,0,offline,english,cbse,503,27278
6.76,478.0,82.8,87.4,85.1,6,87.2,6.93,0,offline,hindi,state,543,12967
4.53,461.4,76.9,79.1,78.7,7,81.4,7.64,0,none,regional,state,544,11770
5.23,388.9,56.3,68.9,68.5,5,87.1,7.2,1,offline,hindi,cbse,424,83517
7.71,513.6,74.5,80.8,84.6,8,93.1,5.97,0,hybrid,english,state,559,11510
6.58,469.2,59.5,70.3,72.6,3,82.7,7.21,0,none,english,cbse,455,57074
6.87,466.5,83.4,72.5,77.6,6,80.4,8.24,2,hybrid,english,cbse,494,30554
5.85,508.6,66.2,84.9,81.8,5,95.6,8.32,1,hybrid,english,cbse,522,17126
4.34,234.1,27.9,46.6,62.1,3,77.5,6.65,1,offline,english,state,294,329955
7.45,444.0,62.9,56.4,75.3,4,70.7,7.05,1,offline,english,state,453,55810
9.03,431.7,62.0,74.1,60.4,5,80.3,7.82,2,offline,english,state,469,44915
5.81,442.5,58.9,71.5,70.9,4,76.9,6.3,1,hybrid,regional,state,442,64910
5.13,384.9,60.3,54.4,61.8,6,78.5,7.34,1,online,regional,cbse,425,81513
6.38,419.8,70.7,71.5,68.5,3,77.3,6.47,0,none,english,cbse,413,95993
5.77,285.5,37.9,53.0,57.3,3,72.2,7.87,1,offline,english,cbse,256,453423
6.67,451.3,63.7,86.8,64.0,5,87.3,7.25,1,offline,english,cbse,460,51488
4.73,347.5,60.4,66.8,78.2,3,74.8,6.74,0,offline,english,cbse,381,142754
2.43,286.1,40.9,41.4,47.1,3,62.4,7.23,0,online,hindi,icse,295,325164
7.56,459.6,99.0,82.8,89.9,5,86.4,7.72,0,offline,hindi,cbse,522,19613
7.67,443.9,88.1,78.3,76.2,5,87.9,6.82,0,offline,hindi,state,525,15089
5.6,466.1,80.4,56.0,72.2,6,81.9,6.56,0,none,english,cbse,471,43218
7.44,401.9,45.7,62.3,72.0,3,80.1,7.46,0,offline,english,cbse,381,137602
6.45,440.8,71.3,57.8,66.3,6,82.3,7.29,0,offline,english,cbse,468,46473
5.7,384.7,69.8,64.6,89.3,5,76.3,7.14,0,offline,english,cbse,447,62399
3.87,264.5,37.1,53.0,65.2,6,73.9,7.1,1,online,english,cbse,322,256217
3.55,341.0,55.5,51.0,66.7,3,66.0,7.61,0,offline,english,cbse,353,189503
4.97,294.4,54.2,50.1,51.4,2,75.0,7.8,2,online,english,cbse,323,253094
5.92,340.6,66.8,74.1,68.0,4,83.9,6.55,0,none,english,cbse,409,100543
8.69,351.2,66.4,54.0,47.7,3,67.8,6.35,2,online,hindi,state,323,253429
7.4,518.7,84.9,78.2,91.5,6,97.5,7.21,0,offline,regional,cbse,560,8907
6.23,406.9,55.0,71.9,77.7,4,88.3,7.06,0,none,english,state,364,165242
3.15,176.2,44.5,45.0,38.3,1,60.8,7.45,0,hybrid,hindi,cbse,228,564402
6.42,444.1,70.0,70.7,70.7,3,84.4,6.58,0,offline,hindi,cbse,436,72238
7.39,519.5,81.5,84.0,76.8,7,84.8,7.43,1,none,english,cbse,578,5382
5.79,488.8,60.2,80.6,90.7,5,86.1,6.56,0,online,english,cbse,517,21459
6.48,341.0,52.0,49.4,63.7,4,70.1,7.87,0,hybrid,english,cbse,359,175016
6.23,437.1,68.5,58.4,67.4,3,72.0,7.99,1,hybrid,english,cbse,436,72262
5.36,238.3,40.2,58.7,49.3,1,77.4,8.2,0,hybrid,english,cbse,258,445711
3.88,248.5,35.3,44.6,47.2,3,65.1,8.82,0,none,english,state,250,477260
6.36,366.5,68.3,84.7,67.7,5,84.1,6.81,1,offline,hindi,state,463,48434
4.61,440.7,50.5,59.7,58.3,2,82.2,8.18,0,none,english,cbse,347,196136
7.19,604.8,94.9,99.0,88.5,6,96.5,6.58,0,online,regional,cbse,642,400
6.63,380.4,49.5,49.5,54.0,4,70.5,6.08,0,online,english,state,353,184910
4.79,359.2,39.9,53.0,68.7,6,76.3,6.45,0,none,regional,state,377,143374
6.81,422.2,61.1,73.3,67.7,2,80.0,6.48,0,hybrid,regional,state,405,105938
4.66,328.0,45.0,63.0,61.0,5,81.3,6.15,0,hybrid,hindi,cbse,391,125707
6.47,382.3,60.3,74.7,69.7,4,77.0,8.5,0,offline,english,cbse,428,81730
5.4,340.1,48.5,61.2,66.5,6,71.1,7.06,0,none,english,cbse,357,181242
5.43,507.6,76.9,74.8,85.3,7,83.8,8.06,0,hybrid,english,cbse,543,10670
6.46,368.8,65.0,69.4,56.8,6,80.2,8.0,1,hybrid,english,icse,422,86014
7.72,349.0,43.2,57.0,55.4,3,75.3,6.42,1,hybrid,regional,state,369,157305
5.57,363.1,55.6,58.0,66.3,2,94.3,7.27,0,none,english,state,359,176063
5.78,270.2,54.7,48.8,65.7,3,64.1,6.19,0,offline,english,cbse,335,224199
5.13,251.4,46.0,43.9,65.8,2,64.6,7.52,0,none,english,state,286,352938
6.58,390.0,67.6,66.5,77.9,4,90.0,7.48,0,online,english,cbse,454,55146
4.78,342.2,71.6,64.9,67.9,2,62.7,8.45,0,hybrid,hindi,cbse,425,84897
4.69,311.1,41.1,41.5,65.7,2,79.4,7.21,0,offline,regional,cbse,302,305966
7.66,451.6,77.8,93.2,94.1,7,81.3,7.55,0,offline,hindi,cbse,524,16954
5.95,473.0,82.4,55.7,76.9,4,79.4,6.7,1,online,hindi,cbse,471,42796
7.03,347.2,59.5,55.3,67.1,2,75.7,8.14,1,online,hindi,cbse,378,142220
4.76,341.3,50.1,62.9,69.0,4,87.2,7.75,1,hybrid,english,cbse,363,168464
5.47,330.5,55.7,58.0,46.1,2,71.1,6.22,1,none,regional,cbse,309,289430
6.73,453.7,78.1,75.3,81.8,7,94.4,6.29,0,hybrid,hindi,cbse,513,21571
10.52,537.7,76.4,82.2,74.2,7,90.0,6.71,0,online,english,cbse,532,14640
6.36,430.0,74.9,78.1,81.6,6,81.6,7.26,0,offline,english,state,490,34759
8.14,581.9,78.3,90.2,87.1,8,89.2,6.56,0,hybrid,english,state,659,1
3.37,404.7,44.8,74.2,55.6,4,74.7,7.57,0,offline,hindi,icse,351,193460
5.39,462.7,82.6,68.7,83.8,8,77.0,5.7,0,offline,hindi,cbse,459,52985
4.55,261.2,14.0,40.0,39.7,3,62.7,6.66,1,offline,english,cbse,227,567863
6.05,415.6,82.8,71.7,75.3,6,93.0,6.54,0,online,english,state,508,26853
5.56,380.3,68.4,69.3,73.0,1,85.2,7.96,0,none,english,cbse,406,105819
4.08,269.3,51.5,40.1,36.9,2,66.0,6.76,1,offline,hindi,cbse,211,640037
5.3,391.8,73.8,70.5,71.1,3,80.3,5.86,0,none,english,cbse,426,80357
5.68,579.3,97.1,94.3,92.0,4,90.2,7.72,0,hybrid,english,cbse,579,4104
4.71,339.2,45.4,63.4,61.0,2,72.9,7.94,0,none,english,state,345,204407
6.68,500.3,72.7,81.6,78.3,7,90.6,5.99,0,none,regional,cbse,540,12254
6.4,323.5,49.9,52.5,64.6,4,62.8,7.01,1,offline,english,state,345,202691
8.43,506.2,89.0,79.1,85.5,6,92.4,5.83,1,online,english,state,548,9376
3.45,509.9,84.2,58.1,74.9,7,85.3,7.21,1,online,hindi,state,514,22634
4.18,300.5,42.7,58.3,56.9,4,69.1,7.08,0,offline,english,cbse,314,275300
9.84,556.6,92.2,90.4,79.5,8,88.0,7.69,1,hybrid,hindi,cbse,570,6574
6.1,308.4,47.5,55.4,56.1,3,78.1,7.94,1,online,hindi,state,299,313378
6.82,437.6,63.7,63.2,74.4,3,88.0,6.65,1,hybrid,hindi,icse,411,98589
6.14,503.5,80.9,68.2,79.6,5,83.6,7.42,0,hybrid,english,state,503,25909
4.98,140.9,17.3,38.1,42.9,3,72.1,6.92,0,hybrid,regional,cbse,162,902879
2.2,273.7,36.7,42.6,43.0,0,76.0,7.92,0,none,english,icse,222,588273
5.41,475.2,55.0,77.9,76.5,5,82.9,7.21,0,hybrid,english,cbse,532,14883
6.44,437.2,66.8,50.8,73.1,4,69.5,6.78,1,offline,regional,state,441,67725
6.13,340.2,54.9,68.5,66.6,2,70.6,7.89,1,offline,english,state,365,161705
6.08,416.8,72.6,43.8,71.7,2,66.5,7.03,1,online,english,icse,409,104269
4.39,227.5,51.1,56.6,39.5,3,74.9,8.58,0,online,english,icse,288,346874
4.86,295.9,42.0,43.0,58.8,3,85.7,6.88,0,online,hindi,cbse,307,291558
5.49,369.3,53.6,66.4,60.5,5,76.1,7.65,2,online,english,icse,381,136264
7.21,407.5,76.4,61.5,66.5,4,73.1,6.34,0,hybrid,hindi,cbse,435,71056
7.55,404.2,63.3,73.5,53.7,1,83.9,7.42,0,offline,hindi,icse,416,91273
5.97,339.0,72.5,50.4,69.7,4,75.3,8.31,0,hybrid,english,cbse,439,70038
5.58,467.0,86.3,78.8,89.8,6,97.7,7.71,1,hybrid,hindi,cbse,552,9381
6.92,482.9,95.3,92.2,89.3,4,84.3,8.25,0,online,english,cbse,544,12876
4.67,311.2,48.1,52.5,53.3,1,71.9,6.58,0,online,english,cbse,313,275916
3.66,389.7,76.8,74.5,67.2,5,88.2,7.85,0,none,english,state,449,59099
8.79,502.2,85.9,88.3,87.5,7,88.8,6.72,1,offline,english,state,530,17839
6.8,590.6,99.0,89.7,99.0,5,79.8,6.26,0,offline,english,icse,630,879
3.26,286.1,41.9,41.2,53.8,3,71.0,7.4,0,hybrid,english,cbse,252,464830
4.97,383.0,68.5,49.7,55.8,2,70.7,8.14,0,offline,regional,state,382,140268
5.95,486.2,68.9,82.4,71.4,4,86.4,7.1,0,none,english,cbse,462,50918
6.74,435.7,79.6,86.3,72.5,6,77.6,7.49,0,none,english,state,502,26601
8.61,543.5,98.1,97.0,99.0,6,95.7,6.26,0,offline,hindi,state,684,1
8.52,445.2,81.6,83.6,82.3,5,90.6,7.48,1,online,regional,state,500,27203
7.59,390.2,66.5,68.4,75.0,5,87.2,7.0,2,offline,english,state,458,51351
5.83,502.4,77.9,76.5,85.6,8,93.6,7.12,0,offline,english,cbse,541,12254
3.94,264.3,46.1,52.6,51.2,0,77.4,7.56,0,hybrid,regional,state,285,355949
7.17,551.0,85.4,78.7,80.2,6,93.5,8.58,0,online,english,cbse,528,12776
6.98,408.9,76.1,78.2,73.3,4,84.1,8.03,0,hybrid,english,state,439,66685
5.1,274.7,52.6,54.5,46.3,2,71.6,6.57,0,hybrid,english,cbse,303,300895
5.78,374.9,48.6,76.0,68.4,4,84.2,7.4,0,hybrid,hindi,state,441,66530
7.43,476.6,91.0,65.4,87.8,6,81.4,6.73,0,none,english,state,538,12481
6.68,412.5,46.4,71.6,64.5,5,64.9,7.1,0,hybrid,hindi,icse,411,99131
5.9,419.6,52.7,60.0,67.9,4,80.4,6.84,1,online,hindi,cbse,368,158742
7.72,455.4,78.3,81.6,68.9,4,100.0,7.12,0,online,hindi,state,522,18441
6.44,358.6,59.4,47.8,58.0,2,85.6,8.16,0,offline,hindi,state,369,158004
6.98,359.7,42.4,54.8,72.4,3,74.6,6.11,0,none,english,state,373,151464
7.93,589.8,72.2,99.0,99.0,7,100.0,6.7,0,offline,english,cbse,637,2157
6.28,264.9,45.0,61.1,66.8,4,69.6,6.96,0,offline,english,cbse,340,215141
6.51,463.7,61.3,78.4,80.7,3,81.9,6.55,0,none,regional,state,431,78241
6.58,393.8,56.4,85.1,74.2,4,73.7,6.75,0,hybrid,hindi,cbse,432,74942
5.95,382.0,48.4,57.2,68.9,3,73.8,6.33,0,offline,hindi,cbse,376,149797
4.27,398.5,65.2,63.4,53.5,4,71.2,7.97,0,offline,english,cbse,381,141770
5.8,396.7,58.5,65.2,73.6,4,89.1,6.15,0,hybrid,english,state,405,103977
6.34,457.2,54.9,73.3,82.9,3,75.0,8.64,1,offline,english,cbse,429,76347
6.73,424.7,82.5,76.7,74.6,4,88.5,6.91,1,offline,english,state,454,58364
4.95,316.3,67.0,44.3,74.2,5,71.9,6.62,0,offline,english,cbse,376,146450
5.59,433.9,61.7,62.8,66.4,1,78.7,6.45,0,none,english,cbse,425,82218
6.62,427.8,68.8,75.7,66.9,3,78.5,7.49,1,online,english,cbse,461,50307
3.87,267.0,59.5,45.2,46.9,2,74.6,7.16,0,hybrid,hindi,cbse,303,303417
6.34,418.3,70.9,82.7,68.1,4,80.7,8.55,0,offline,english,state,474,44250
4.03,262.4,43.6,43.3,58.9,1,74.3,7.08,1,offline,hindi,state,260,437050
4.0,302.7,49.6,53.2,64.8,2,75.3,8.08,0,hybrid,english,state,334,226244
6.04,556.7,88.1,83.3,94.3,6,97.9,6.96,0,offline,hindi,cbse,590,3539
3.47,326.5,45.2,53.3,65.0,3,70.3,6.85,1,none,regional,cbse,353,188786
4.87,404.1,70.4,62.6,73.8,5,88.5,7.8,0,hybrid,english,cbse,483,36419
5.39,339.9,60.8,48.7,73.5,4,68.7,8.22,0,none,english,cbse,362,171145
4.87,303.7,64.5,65.9,59.1,1,75.2,6.48,0,online,english,icse,322,253584
8.37,592.8,85.2,99.0,90.4,6,91.4,5.84,2,offline,hindi,cbse,602,2737
5.8,351.4,66.2,75.4,69.8,5,85.0,6.96,1,hybrid,english,state,455,54223
6.97,284.6,37.9,59.5,59.9,2,83.0,4.89,0,none,regional,cbse,265,421570
6.45,440.3,58.0,64.6,77.9,6,82.9,7.17,0,online,english,icse,464,46434
6.29,494.1,85.1,80.2,94.5,4,94.8,6.33,0,hybrid,english,cbse,556,11364
3.33,265.7,53.2,65.9,64.3,4,62.5,7.07,0,offline,english,state,320,259393
7.82,426.2,49.1,66.3,73.2,5,82.8,6.93,0,offline,english,cbse,461,50237
6.61,591.5,71.2,88.3,94.0,5,100.0,8.23,2,none,regional,icse,590,6345
5.47,343.1,55.8,55.5,60.5,3,81.1,7.38,1,offline,hindi,cbse,329,237078
4.27,284.0,44.6,50.2,54.7,2,70.9,8.78,2,none,english,state,285,356065
4.74,285.3,45.0,47.5,70.5,2,80.0,7.99,0,hybrid,english,state,295,322812
6.88,442.7,61.8,73.1,56.6,7,81.2,7.32,0,offline,hindi,cbse,465,47237
4.9,297.9,34.4,19.8,52.5,3,80.6,8.76,2,online,english,cbse,223,583816
7.69,523.5,85.1,89.9,99.0,7,91.7,7.29,1,offline,english,state,626,407
5.56,516.8,88.8,90.4,85.2,6,91.9,7.4,0,offline,english,cbse,587,5980
8.63,522.1,71.3,84.1,85.0,4,74.3,7.34,0,none,hindi,cbse,529,15976
5.77,339.1,65.4,53.0,57.7,4,81.8,8.91,1,offline,english,cbse,356,183469
6.42,360.0,44.4,72.4,82.5,3,81.8,7.35,0,hybrid,hindi,cbse,394,122210
5.92,442.8,72.7,79.4,82.3,6,81.9,7.13,1,online,english,cbse,471,43807
5.47,431.1,75.6,54.2,67.1,2,69.6,5.95,1,none,hindi,cbse,409,105513
8.55,576.5,81.7,93.1,79.0,4,100.0,7.13,0,offline,english,cbse,546,10893
2.94,334.1,54.4,57.9,59.9,4,80.3,6.78,0,online,english,state,358,179944
6.95,479.2,61.1,59.7,58.5,4,94.1,5.83,0,offline,regional,cbse,421,88340
5.67,403.5,45.5,56.6,66.0,5,79.5,7.01,1,offline,english,state,401,111606
5.49,229.4,61.8,58.0,62.9,5,76.3,8.26,0,offline,english,state,301,309005
8.66,488.7,69.8,67.6,80.9,2,89.4,7.55,0,offline,english,cbse,471,41814
5.67,498.3,76.5,55.0,72.9,3,78.5,7.71,0,none,regional,cbse,408,99723
1.85,295.8,53.1,56.7,55.3,2,69.4,8.4,0,offline,english,cbse,290,337079
5.36,495.3,73.1,73.2,68.0,5,82.7,5.98,1,hybrid,english,cbse,470,43312
7.57,510.6,78.4,86.9,89.9,4,100.0,6.47,0,hybrid,hindi,cbse,547,10263
7.0,288.7,57.5,59.0,64.4,0,59.7,7.23,0,offline,english,state,314,276326
6.1,504.6,72.8,80.9,67.2,3,93.9,6.34,0,hybrid,english,cbse,493,32790
8.27,445.0,62.8,50.9,79.1,5,72.2,7.15,2,online,english,cbse,453,56562
4.17,482.5,53.0,56.9,78.9,7,86.0,7.03,0,none,english,cbse,437,70028
5.68,467.1,73.5,78.3,70.7,2,79.4,8.27,0,offline,hindi,cbse,446,67696
7.06,384.3,84.6,70.7,77.7,3,85.3,5.88,0,offline,hindi,state,441,68091
6.26,298.4,43.4,62.8,70.9,4,85.7,5.79,0,online,hindi,cbse,379,141891
3.96,411.2,69.5,57.7,80.9,5,83.9,8.09,1,offline,english,icse,480,37285
6.88,576.2,88.2,93.9,99.0,9,88.9,7.16,0,hybrid,english,cbse,652,1
5.14,307.0,34.3,56.3,43.4,3,71.1,8.07,2,offline,hindi,state,328,238729
6.4,529.2,74.8,85.2,89.4,6,95.7,6.44,0,offline,english,cbse,584,3180
7.36,408.8,79.8,65.6,80.2,4,84.3,8.42,0,offline,hindi,cbse,480,39741
6.1,490.1,69.4,71.7,79.5,6,87.3,7.69,0,none,hindi,cbse,501,29135
3.43,282.3,51.0,66.7,50.0,2,81.7,7.27,0,hybrid,english,state,322,255724
5.39,312.1,36.1,55.5,53.4,3,69.4,7.21,0,hybrid,english,cbse,297,317898
6.41,368.9,62.3,51.9,60.4,1,77.0,6.88,1,offline,hindi,cbse,331,233864
4.58,355.5,60.8,68.7,65.0,4,76.3,6.72,2,online,hindi,cbse,407,103637
4.11,328.1,55.8,54.4,57.9,5,80.2,7.15,0,none,english,cbse,365,165578
6.99,568.0,67.3,74.6,87.4,6,88.8,7.18,2,none,english,state,546,10468
5.99,280.3,49.6,44.1,52.6,2,59.5,7.03,0,none,hindi,cbse,240,510887
7.59,524.5,99.0,88.9,93.5,4,90.8,5.81,1,offline,hindi,cbse,583,4534
3.39,305.9,49.4,49.9,61.1,5,72.0,8.07,2,online,english,state,328,240672
3.79,247.1,50.5,32.3,53.2,1,63.9,5.59,2,offline,english,cbse,212,633710
4.97,210.2,38.7,48.6,37.2,2,61.1,5.95,0,offline,english,state,237,523749
3.85,275.4,40.7,48.3,45.6,1,61.1,7.72,0,hybrid,english,cbse,263,425770
3.01,254.3,45.1,48.2,57.5,3,66.1,7.27,0,hybrid,english,cbse,303,306595
5.85,453.4,66.0,64.0,74.1,7,78.8,7.68,0,hybrid,english,cbse,535,15673
8.96,544.1,87.3,90.0,88.7,6,93.2,6.66,0,offline,english,cbse,579,5855
8.33,369.0,58.7,65.6,56.3,5,75.3,7.91,1,none,english,icse,389,129040
5.84,421.9,73.0,68.3,59.3,3,72.4,6.5,0,hybrid,hindi,cbse,395,121877
6.7,466.1,68.5,73.4,77.8,4,66.7,7.39,0,offline,english,cbse,492,31014
4.87,263.0,51.4,67.7,74.2,3,82.9,8.25,0,offline,hindi,cbse,340,215099
6.07,454.1,65.1,68.7,58.6,3,82.1,7.43,0,online,english,icse,415,94245
4.55,424.6,74.0,67.1,70.3,3,73.2,7.94,0,online,hindi,cbse,412,96743
8.63,495.4,58.6,63.1,72.3,4,82.3,7.1,2,none,hindi,cbse,463,50419
5.71,453.2,68.5,56.7,68.8,4,90.6,7.75,1,offline,english,cbse,449,59075
6.23,537.7,92.9,93.0,92.1,5,100.0,6.32,0,online,english,state,593,4092
4.17,291.3,50.7,52.2,49.9,5,62.7,7.54,0,none,english,cbse,316,268930
6.87,429.6,78.5,56.5,74.9,2,81.0,6.89,0,online,hindi,state,384,132389
4.61,364.7,65.5,64.6,77.3,4,78.6,7.07,0,none,hindi,state,389,127834
8.08,430.8,78.8,82.5,79.8,3,94.1,5.55,0,none,regional,cbse,518,19732
7.54,515.0,65.6,71.3,84.0,6,80.2,7.52,0,online,english,state,523,16988
8.83,644.9,86.6,79.7,97.1,5,94.9,7.37,0,none,english,cbse,600,2311
3.29,230.3,28.7,50.9,43.6,2,58.3,8.21,0,none,regional,state,202,684572
4.04,293.3,54.6,62.6,62.5,5,69.2,7.04,0,online,hindi,cbse,365,165232
4.91,163.8,45.9,50.5,55.9,0,66.7,6.56,2,hybrid,english,cbse,225,577273
4.6,322.5,55.9,55.2,64.1,5,71.3,7.96,1,offline,regional,cbse,365,164276
4.21,189.7,31.8,36.4,34.1,2,61.4,6.91,0,none,english,cbse,150,978640
5.59,301.3,66.2,53.6,62.0,2,71.4,6.83,0,hybrid,regional,state,370,159049
5.55,391.9,71.6,80.0,75.8,1,89.7,7.4,0,hybrid,hindi,cbse,412,95906
5.75,293.2,49.7,48.8,53.0,5,64.8,6.48,1,hybrid,english,state,323,253304
6.24,408.2,56.8,83.7,73.3,3,80.2,6.63,1,offline,hindi,cbse,441,66752
5.32,229.0,51.5,48.9,47.7,3,66.4,7.15,0,none,english,cbse,268,410907
9.02,507.3,85.9,85.8,95.6,6,95.5,7.69,0,hybrid,english,state,583,5924
6.12,262.1,50.9,52.1,67.0,6,61.2,6.63,1,none,english,cbse,368,160193
4.98,349.9,54.5,58.3,68.7,2,67.3,7.02,0,offline,english,cbse,363,170504
7.83,411.3,62.6,72.7,76.6,6,76.5,7.99,1,none,hindi,cbse,458,50336
4.06,282.3,29.8,33.9,48.2,5,57.2,7.42,0,none,english,cbse,245,494501
3.54,213.1,36.1,31.1,43.1,0,66.1,7.63,0,offline,english,cbse,189,749005
4.69,366.3,70.9,54.7,57.7,3,76.3,7.73,0,offline,hindi,state,368,161006
5.43,378.6,53.7,57.5,73.5,4,78.5,6.8,0,online,english,state,384,135446
6.69,360.5,69.4,64.8,68.0,5,79.0,8.03,0,hybrid,english,cbse,428,78124
5.65,505.5,72.8,75.6,78.7,6,100.0,7.55,0,hybrid,regional,icse,522,21315
7.34,595.0,73.4,92.2,99.0,7,99.6,7.0,2,online,hindi,cbse,605,1
5.45,460.2,71.7,67.8,92.6,5,91.0,6.99,0,none,english,cbse,499,25936
8.24,487.6,66.3,93.1,87.7,6,88.3,6.24,0,hybrid,english,cbse,553,11104
8.07,552.6,94.8,79.2,99.0,4,100.0,6.92,0,offline,english,cbse,581,6204
9.25,589.8,59.1,80.9,89.7,4,84.6,6.84,2,offline,english,cbse,523,17721
